year,affiliation,paper_count,region,country
2021,Simon Fraser University,11,Canada,Canada
2021,Singapore Management University,7,Asia-Pacific (excl. China),Singapore
2021,Singapore University of Social Sciences,1,Asia-Pacific (excl. China),Singapore
2021,Singapore University of Technology and Design,6,Asia-Pacific (excl. China),Singapore
2021,Skild AI,4,Other/Unknown,Unknown
2021,Skolkovo Institute of Science and Technology,3,Europe,Russia
2021,Skywork AI,3,Other/Unknown,Unknown
2021,Snap Research,4,United States,United States
2021,Sony AI,11,Asia-Pacific (excl. China),Japan
2021,Soochow University,2,Other/Unknown,"Taiwan, Province of China"
2021,Sookmyung Women's University,1,Asia-Pacific (excl. China),South Korea
2021,Soongsil University,1,Other/Unknown,"Korea, Republic of"
2021,Sorbonne Université,4,Europe,France
2021,South China University of Technology,8,China,China
2021,South Dakota School of Mines and Technology,2,United States,United States
2021,Southeast University,5,China,China
2021,Southwest Jiaotong University,1,China,China
2021,Southwest University of Finance and Economics,1,China,China
2021,Spotify,1,Other/Unknown,Unknown
2021,St. Francis College,1,United States,United States
2021,St. Joseph Group of Institutes,17,Other/Unknown,"Tanzania, United Republic of"
2021,Stability AI,2,Other/Unknown,Unknown
2021,Stanford University,179,United States,United States
2021,State University of New York College at Potsdam,1,United States,United States
2021,State University of New York College of Environmental Science and Forestry,1,United States,United States
2021,State University of New York at Albany,3,United States,United States
2021,State University of New York at Binghamton,4,United States,United States
2021,State University of New York at Buffalo,5,United States,United States
2021,State University of New York at Stony Brook,3,United States,United States
2021,Stats Perform,1,Other/Unknown,Unknown
2021,Stealth Startup,5,Other/Unknown,Unknown
2021,Stevens Institute of Technology,4,United States,United States
2021,Sudan Academy of Sciences,1,Other/Unknown,Sudan
2021,Summit Securities Group,1,Other/Unknown,Unknown
2021,Sun Yat-sen University,16,China,China
2021,Sungkyunkwan University,1,Asia-Pacific (excl. China),South Korea
2021,Supertone Inc.,1,Other/Unknown,Unknown
2021,Swarthmore College,3,United States,United States
2021,"Swedish School of Economics and Business Administration, Finland",2,Europe,Finland
2021,Swiss Business School Zurich (SBS),3,Europe,Switzerland
2021,Syracuse University,8,United States,United States
2021,TAL,1,Other/Unknown,Unknown
2021,TII,1,Other/Unknown,Unknown
2021,TNO,1,Other/Unknown,Unknown
2021,TSE,3,Other/Unknown,Unknown
2021,Taras Shevchenko National University of Kyiv,1,Other/Unknown,Ukraine
2021,Technical University of Denmark,2,Europe,Denmark
2021,Technion - Israel Institute of Technology,54,Middle East & Africa,Israel
2021,Technische Hochschule Ingolstadt,1,Europe,Germany
2021,Technische Universität Carolo-Wilhelmina zu Braunschweig,4,Europe,Germany
2021,Technische Universität Darmstadt,5,Europe,Germany
2021,Technische Universität Dortmund,1,Europe,Germany
2021,Technische Universität Dresden,2,Europe,Germany
2021,Technische Universität München,7,Europe,Germany
2021,Technische Universität Nürnberg,1,Europe,Germany
2021,Technische Universität Wien,3,Europe,Austria
2021,Tel Aviv University,19,Middle East & Africa,Israel
2021,Telecom Paristech,1,Europe,France
2021,Tencent,32,China,China
2021,TensorOpera AI,1,Other/Unknown,Unknown
2021,Tesla,1,United States,United States
2021,Texas A&M International University,12,United States,United States
2021,Texas A&M University,19,United States,United States
2021,The Chinese University of Hong Kong,38,China,Hong Kong
2021,The Citadel,1,United States,United States
2021,The Hong Kong Polytechnic University,7,China,Hong Kong
2021,The Hong Kong University of Science and Technology,25,China,Hong Kong
2021,The Ohio State University,17,United States,United States
2021,The Scripps Research Institute,12,United States,United States
2021,The University of Hong Kong,10,China,Hong Kong
2021,The University of Nottingham Ningbo China,1,China,China
2021,The University of Texas at Austin,19,United States,United States
2021,The University of Texas at Rio Grande Valley,1,United States,United States
2021,The University of Texas at San Antonio,2,United States,United States
2021,The University of Tokyo,18,Asia-Pacific (excl. China),Japan
2021,Tianjin University,11,China,China
2021,Together AI,1,Other/Unknown,Unknown
2021,Tokyo Institute of Technology,4,Asia-Pacific (excl. China),Japan
2021,Tomocube,1,Other/Unknown,Unknown
2021,Tomsk State University of Control Systems and Radioelectronics,4,Other/Unknown,Russian Federation
2021,Tongji University,1,China,China
2021,Topaz Labs,1,Other/Unknown,Unknown
2021,Toyota Technological Institute,19,Asia-Pacific (excl. China),Japan
2021,Transluce,3,Other/Unknown,Unknown
2021,Truera,1,Other/Unknown,Unknown
2021,Tsinghua University,118,China,China
2021,Tsukuba University,1,Asia-Pacific (excl. China),Japan
2021,TuSimple,1,Other/Unknown,Unknown
2021,Tufts University,6,United States,United States
2021,Tulane University,2,United States,United States
2021,U S Census Bureau,2,United States,United States
2021,UMECHK,2,Other/Unknown,Unknown
2021,UQAM,1,Other/Unknown,Unknown
2021,USC Information Sciences Institute,2,United States,United States
2021,Uber,2,United States,United States
2021,Uniformed Services University of the Health Sciences,1,United States,United States
2021,United States Coast Guard Academy,1,United States,United States
2021,United States International University,2,Middle East & Africa,Kenya
2021,Universidad Alfonso X El Sabio,1,Europe,Spain
2021,Universidad Autónoma de Madrid,3,Europe,Spain
2021,Universidad Carlos III de Madrid,1,Europe,Spain
2021,Universidad Complutense de Madrid,1,Europe,Spain
2021,Universidad Iberoamericana de Ciencias y Tecnologia,13,Latin America,Chile
2021,Universidad La Republica,1,Latin America,Chile
2021,Universidad Politécnica de Valencia,3,Europe,Spain
2021,Universidad Tecnologica Israel,2,Latin America,Ecuador
2021,Universidad Técnica Federico Santa María,1,Latin America,Chile
2021,Universidad de Bologna - Representación en Buenos Aires,3,Latin America,Argentina
2021,Universidad de Chile,2,Latin America,Chile
2021,Universidade Comunitária da Região de Chapecó - Unochapecó,7,Latin America,Brazil
2021,Universita della Svizzera Italiana,3,Europe,Switzerland
2021,Universitat Pompeu Fabra,7,Europe,Spain
2021,University College Dublin,1,Europe,Ireland
2021,University College London,46,Europe,United Kingdom
2021,University College of Technology & Innovation (UCTI),2,Asia-Pacific (excl. China),Malaysia
2021,University Hospital Zurich,5,Europe,Switzerland
2021,University of Aberdeen,1,Europe,United Kingdom
2021,University of Adelaide,4,Asia-Pacific (excl. China),Australia
2021,University of Akron,2,United States,United States
2021,University of Alberta,17,Canada,Canada
2021,University of Amsterdam,20,Europe,Netherlands
2021,University of Applied Sciences,2,Europe,Estonia
2021,University of Arizona,1,United States,United States
2021,University of Athens,2,Europe,Greece
2021,University of Basel,3,Europe,Switzerland
2021,University of Bath,3,Europe,United Kingdom
2021,University of Belgrade,1,Europe,Serbia
2021,University of Benin,1,Middle East & Africa,Nigeria
2021,University of Bergen,2,Europe,Norway
2021,University of Birmingham,2,Europe,United Kingdom
2021,University of Bristol,4,Europe,United Kingdom
2021,University of British Columbia,15,Canada,Canada
2021,University of Cagliari,1,Europe,Italy
2021,"University of California, Berkeley",158,United States,United States
2021,"University of California, Davis",3,United States,United States
2021,"University of California, Irvine",17,United States,United States
2021,"University of California, Los Angeles",65,United States,United States
2021,"University of California, Merced",7,United States,United States
2021,"University of California, Riverside",9,United States,United States
2021,"University of California, San Diego",39,United States,United States
2021,"University of California, San Francisco",2,United States,United States
2021,"University of California, Santa Barbara",19,United States,United States
2021,"University of California, Santa Cruz",10,United States,United States
2021,University of Cambridge,68,Europe,United Kingdom
2021,University of Central Florida,3,United States,United States
2021,University of Chicago,25,United States,United States
2021,University of Chieti,2,Europe,Italy
2021,University of Cincinnati,1,United States,United States
2021,University of Colorado Anschutz Medical Campus,3,United States,United States
2021,University of Colorado Boulder,9,United States,United States
2021,University of Connecticut,2,United States,United States
2021,University of Copenhagen,10,Europe,Denmark
2021,University of Dallas,6,United States,United States
2021,University of Delaware,1,United States,United States
2021,University of Denver,4,United States,United States
2021,University of Edinburgh,28,Europe,United Kingdom
2021,University of Electronic Science and Technology of China,6,China,China
2021,University of Essex,1,Europe,United Kingdom
2021,University of Florida,5,United States,United States
2021,University of Fribourg,2,Europe,Switzerland
2021,University of Geneva,1,Europe,Switzerland
2021,University of Guelph,3,Canada,Canada
2021,University of Haifa,3,Middle East & Africa,Israel
2021,University of Helsinki,4,Europe,Finland
2021,University of Houston,1,United States,United States
2021,University of Illinois Chicago,10,United States,United States
2021,University of Illinois Urbana-Champaign,65,United States,United States
2021,University of Jammu,2,Asia-Pacific (excl. China),India
2021,University of Jinan,2,China,China
2021,University of Kansas,1,United States,United States
2021,University of Kota,3,Asia-Pacific (excl. China),India
2021,University of Leeds,1,Europe,United Kingdom
2021,University of Liverpool,1,Europe,United Kingdom
2021,University of Liège,3,Europe,Belgium
2021,University of Luxemburg,2,Europe,Luxembourg
2021,University of Macau,3,China,China
2021,University of Maine,1,United States,United States
2021,University of Manchester,4,Europe,United Kingdom
2021,University of Manitoba,1,Canada,Canada
2021,University of Maryland,38,United States,United States
2021,University of Massachusetts Amherst,17,United States,United States
2021,University of Massachusetts at Amherst,6,United States,United States
2021,University of Melbourne,7,Asia-Pacific (excl. China),Australia
2021,University of Memphis,1,United States,United States
2021,University of Miami,2,United States,United States
2021,University of Michigan - Ann Arbor,37,United States,United States
2021,University of Milan,5,Europe,Italy
2021,University of Milan - Bicocca,1,Europe,Italy
2021,University of Minnesota,12,United States,United States
2021,University of Montana,33,United States,United States
2021,University of Mosul,1,Middle East & Africa,Iraq
2021,"University of Nevada, Reno",1,United States,United States
2021,University of New Hampshire,2,United States,United States
2021,University of New South Wales,4,Asia-Pacific (excl. China),Australia
2021,University of Newcastle,1,Asia-Pacific (excl. China),Australia
2021,University of North Carolina at Chapel Hill,17,United States,United States
2021,University of North Texas,2,United States,United States
2021,University of Notre Dame,2,United States,United States
2021,University of Nottingham,4,Europe,United Kingdom
2021,University of Oxford,101,Europe,United Kingdom
2021,University of Palermo,1,Europe,Italy
2021,University of Pennsylvania,37,United States,United States
2021,University of Pisa,2,Europe,Italy
2021,University of Pittsburgh,10,United States,United States
2021,University of Pittsburgh Medical Center,9,United States,United States
2021,University of Queensland,2,Asia-Pacific (excl. China),Australia
2021,University of Rhode Island,2,United States,United States
2021,University of Rochester,5,United States,United States
2021,"University of Roma ""La Sapienza""",3,Europe,Italy
2021,University of Science and Technology,12,Other/Unknown,Sudan
2021,University of Science and Technology of China,29,China,China
2021,University of Sheffield,4,Europe,United Kingdom
2021,University of Siena,3,Europe,Italy
2021,University of South Carolina,2,United States,United States
2021,University of Southampton,2,Europe,United Kingdom
2021,University of Southern California,35,United States,United States
2021,University of Southern Denmark - SDU,2,Europe,Denmark
2021,University of Southern Europe (Monaco Business School),2,Other/Unknown,Monaco
2021,University of Stirling,1,Europe,United Kingdom
2021,University of Sydney,13,Asia-Pacific (excl. China),Australia
2021,University of Tartu,1,Europe,Estonia
2021,University of Technology,1,Other/Unknown,Mauritius
2021,University of Technology Sydney,7,Asia-Pacific (excl. China),Australia
2021,"University of Tennessee, Knoxville",1,United States,United States
2021,University of Texas Southwestern Medical Center,2,United States,United States
2021,University of Texas at Arlington,2,United States,United States
2021,University of Texas at Dallas,2,United States,United States
2021,University of Toronto,53,Canada,Canada
2021,University of Trento,3,Europe,Italy
2021,University of Turin,16,Europe,Italy
2021,University of Twente,5,Europe,Netherlands
2021,University of Ulsan,1,Other/Unknown,"Korea, Republic of"
2021,University of Utah,7,United States,United States
2021,University of Victoria,2,Canada,Canada
2021,University of Virginia,9,United States,United States
2021,University of Warsaw,6,Europe,Poland
2021,University of Warwick,13,Europe,United Kingdom
2021,University of Washington,38,United States,United States
2021,University of Waterloo,18,Canada,Canada
2021,University of Wisconsin - Madison,33,United States,United States
2021,University of Wisconsin - Whitewater,1,United States,United States
2021,University of Wroclaw,2,Europe,Poland
2021,University of Zagreb,1,Europe,Croatia
2021,Università eCampus,3,Europe,Italy
2021,Universität Bern,2,Europe,Switzerland
2021,Universität Bremen,2,Europe,Germany
2021,Universität Graz,2,Europe,Austria
2021,Universität Hamburg,1,Europe,Germany
2021,Universität Hannover,3,Europe,Germany
2021,Universität Innsbruck,2,Europe,Austria
2021,Universität Konstanz,1,Europe,Germany
2021,Universität Köln,2,Europe,Germany
2021,Universität Leipzig,1,Europe,Germany
2021,Universität Mannheim,2,Europe,Germany
2021,Universität Paderborn,2,Europe,Germany
2021,Universität Salzburg,1,Europe,Austria
2021,Universität Siegen,1,Europe,Germany
2021,Universität St. Gallen (HSG),1,Europe,Switzerland
2021,Universität Stuttgart,4,Europe,Germany
2021,Université M'hamed Bouguerra de Boumerdes,3,Middle East & Africa,Algeria
2021,Université Paris Dauphine,2,Europe,France
2021,Université Paris Nanterre (Paris X),3,Europe,France
2021,Université Paris-Saclay,5,Europe,France
2021,Université catholique de Louvain,1,Europe,Belgium
2021,Université d'Angers,1,Europe,France
2021,Université de Montréal,19,Canada,Canada
2021,Université du Littoral Cote d'Opale,1,Europe,France
2021,Université du Québec à Montréal,1,Canada,Canada
2021,Uppsala University,1,Europe,Sweden
2021,VERSES,3,Other/Unknown,Unknown
2021,VESSL AI,1,Other/Unknown,Unknown
2021,VISA,3,Other/Unknown,Unknown
2021,VMware,1,Other/Unknown,Unknown
2021,Valence Labs powered by recursion,1,Other/Unknown,Unknown
2021,Valeo,1,Other/Unknown,Unknown
2021,Vector Institute,8,Canada,Canada
2021,Verily,2,Other/Unknown,Unknown
2021,ViNotion,1,Other/Unknown,Unknown
2021,Vicarious AI,1,Other/Unknown,Unknown
2021,Vicarious Inc.,1,Other/Unknown,Unknown
2021,Vienna University of Technology,4,Europe,Austria
2021,Vignan University,1,Asia-Pacific (excl. China),India
